Year,Nation,iso_code3,population_gnrl_rural
2029,Brazil,BRA,23292316.115231197
2030,Brazil,BRA,22818902.873767
2031,Brazil,BRA,22293766.0202948
2032,Brazil,BRA,21768629.1668226
2033,Brazil,BRA,21243492.3133505
2034,Brazil,BRA,20718355.459878303
2035,Brazil,BRA,20193218.6064061
2036,Brazil,BRA,19627466.2544209
2037,Brazil,BRA,19061713.902435698
2038,Brazil,BRA,18495961.5504505
2039,Brazil,BRA,17930209.198465303
2040,Brazil,BRA,17364456.8464801
2041,Brazil,BRA,16768111.974685699
2042,Brazil,BRA,16171767.1028912
2043,Brazil,BRA,15575422.231096802
2044,Brazil,BRA,14979077.359302402
2045,Brazil,BRA,14382732.487507999
2046,Brazil,BRA,13764118.2177808
2047,Brazil,BRA,13145503.9480536
2048,Brazil,BRA,12526889.6783265
2049,Brazil,BRA,11908275.4085993
2050,Brazil,BRA,11289661.1388721
2021,Barbados,BRB,191067.789587843
2022,Barbados,BRB,190408.071758915
2023,Barbados,BRB,189748.35392998802
2024,Barbados,BRB,189088.63610106
2025,Barbados,BRB,188428.918272133
2026,Barbados,BRB,187595.453145215
2027,Barbados,BRB,186761.988018298
2028,Barbados,BRB,185928.52289138103
2029,Barbados,BRB,185095.057764463
2030,Barbados,BRB,184261.592637546
2031,Barbados,BRB,183254.574750317
2032,Barbados,BRB,182247.55686308898
2033,Barbados,BRB,181240.53897586
2034,Barbados,BRB,180233.521088631
2035,Barbados,BRB,179226.503201402
2036,Barbados,BRB,178000.353943467
2037,Barbados,BRB,176774.204685531
2038,Barbados,BRB,175548.055427596
2039,Barbados,BRB,174321.90616966
2040,Barbados,BRB,173095.756911724
2041,Barbados,BRB,171691.034349442
2042,Barbados,BRB,170286.31178716
2043,Barbados,BRB,168881.589224878
2044,Barbados,BRB,167476.866662596
2045,Barbados,BRB,166072.144100314
2046,Barbados,BRB,164573.714815598
2047,Barbados,BRB,163075.28553088199
2048,Barbados,BRB,161576.856246166
2049,Barbados,BRB,160078.426961449
2050,Barbados,BRB,158579.997676733
2021,Brunei Darussalam,BRN,101186.606862208
2022,Brunei Darussalam,BRN,100938.238104416
2023,Brunei Darussalam,BRN,100689.86934662401
2024,Brunei Darussalam,BRN,100441.50058883199
2025,Brunei Darussalam,BRN,100193.13183104
2026,Brunei Darussalam,BRN,99665.89399206801
2027,Brunei Darussalam,BRN,99138.656153096
2028,Brunei Darussalam,BRN,98611.418314124
2029,Brunei Darussalam,BRN,98084.180475152
2030,Brunei Darussalam,BRN,97556.94263618
2031,Brunei Darussalam,BRN,96776.322179392
2032,Brunei Darussalam,BRN,95995.701722604
2033,Brunei Darussalam,BRN,95215.081265816
2034,Brunei Darussalam,BRN,94434.46080902801
2035,Brunei Darussalam,BRN,93653.84035224
2036,Brunei Darussalam,BRN,92640.883448952
2037,Brunei Darussalam,BRN,91627.926545664
2038,Brunei Darussalam,BRN,90614.969642376
2039,Brunei Darussalam,BRN,89602.01273908801
2040,Brunei Darussalam,BRN,88589.0558358
2041,Brunei Darussalam,BRN,87361.09466239999
2042,Brunei Darussalam,BRN,86133.133489
2043,Brunei Darussalam,BRN,84905.17231560001
2044,Brunei Darussalam,BRN,83677.21114219999
2045,Brunei Darussalam,BRN,82449.24996880001
2046,Brunei Darussalam,BRN,81028.687683488
2047,Brunei Darussalam,BRN,79608.125398176
2048,Brunei Darussalam,BRN,78187.56311286401
2049,Brunei Darussalam,BRN,76767.00082755201
2050,Brunei Darussalam,BRN,75346.43854224
2021,Bhutan,BTN,502345.222742996
2022,Bhutan,BTN,503496.16843307205
2023,Bhutan,BTN,504647.11412314797
2024,Bhutan,BTN,505798.059813224
2025,Bhutan,BTN,506949.0055033
2026,Bhutan,BTN,506724.41211151204
2027,Bhutan,BTN,506499.81871972396
2028,Bhutan,BTN,506275.225327936
2029,Bhutan,BTN,506050.631936148
2030,Bhutan,BTN,505826.03854436
2031,Bhutan,BTN,504198.47109341796
2032,Bhutan,BTN,502570.903642476
2033,Bhutan,BTN,500943.336191534
2034,Bhutan,BTN,499315.76874059206
2035,Bhutan,BTN,497688.20128965
2036,Bhutan,BTN,494902.25250738795
2037,Bhutan,BTN,492116.303725126
2038,Bhutan,BTN,489330.354942864
2039,Bhutan,BTN,486544.40616060206
2040,Bhutan,BTN,483758.45737834
2041,Bhutan,BTN,479850.83045556204
2042,Bhutan,BTN,475943.203532784
2043,Bhutan,BTN,472035.57661000604
2044,Bhutan,BTN,468127.94968722796
2045,Bhutan,BTN,464220.32276445
2046,Bhutan,BTN,459121.38243492
2047,Bhutan,BTN,454022.44210539
2048,Bhutan,BTN,448923.50177586
2049,Bhutan,BTN,443824.56144633
2050,Bhutan,BTN,438725.6211168
2021,Botswana,BWA,640598.638977235
2022,Botswana,BWA,628305.27845002
2023,Botswana,BWA,616011.917922805
2024,Botswana,BWA,603718.55739559
2025,Botswana,BWA,591425.196868375
2026,Botswana,BWA,577200.870154076
2027,Botswana,BWA,562976.543439777
2028,Botswana,BWA,548752.216725478
2029,Botswana,BWA,534527.890011179
2030,Botswana,BWA,520303.56329688
2031,Botswana,BWA,504521.22404813
2032,Botswana,BWA,488738.88479938
2033,Botswana,BWA,472956.54555063
2034,Botswana,BWA,457174.20630188
2035,Botswana,BWA,441391.86705313
2036,Botswana,BWA,424212.729965664
2037,Botswana,BWA,407033.59287819796
2038,Botswana,BWA,389854.45579073206
2039,Botswana,BWA,372675.31870326604
2040,Botswana,BWA,355496.1816158
2041,Botswana,BWA,337050.120044486
2042,Botswana,BWA,318604.058473172
2043,Botswana,BWA,300157.996901858
2044,Botswana,BWA,281711.93533054396
2045,Botswana,BWA,263265.87375923
2046,Botswana,BWA,243649.68021547602
2047,Botswana,BWA,224033.486671722
2048,Botswana,BWA,204417.293127968
2049,Botswana,BWA,184801.09958421398
2050,Botswana,BWA,165184.90604046
2021,Central African Republic,CAF,3068997.37781932
2022,Central African Republic,CAF,3098459.93924066
2023,Central African Republic,CAF,3127922.500662
2024,Central African Republic,CAF,3157385.06208334
2025,Central African Republic,CAF,3186847.62350468
2026,Central African Republic,CAF,3211495.81491769
2027,Central African Republic,CAF,3236144.0063307
2028,Central African Republic,CAF,3260792.19774371
2029,Central African Republic,CAF,3285440.38915672
2030,Central African Republic,CAF,3310088.58056973
2031,Central African Republic,CAF,3328816.25995322
2032,Central African Republic,CAF,3347543.93933671
2033,Central African Republic,CAF,3366271.6187202004
2034,Central African Republic,CAF,3384999.29810369
2035,Central African Republic,CAF,3403726.97748717
2036,Central African Republic,CAF,3417016.53433894
2037,Central African Republic,CAF,3430306.0911907
2038,Central African Republic,CAF,3443595.64804247
2039,Central African Republic,CAF,3456885.20489423
2040,Central African Republic,CAF,3470174.761746
2041,Central African Republic,CAF,3476844.61254872
2042,Central African Republic,CAF,3483514.46335145
2043,Central African Republic,CAF,3490184.31415417
2044,Central African Republic,CAF,3496854.1649569
2045,Central African Republic,CAF,3503524.01575962
2046,Central African Republic,CAF,3503625.04409919
2047,Central African Republic,CAF,3503726.07243877
2048,Central African Republic,CAF,3503827.10077834
2049,Central African Republic,CAF,3503928.12911792
2050,Central African Republic,CAF,3504029.15745749
2021,Canada,CAN,7010099.34202854
2022,Canada,CAN,7057235.40324228
2023,Canada,CAN,7104371.46445602
2024,Canada,CAN,7151507.52566976
2025,Canada,CAN,7198643.5868835
2026,Canada,CAN,7238874.85227928
2027,Canada,CAN,7279106.11767506
2028,Canada,CAN,7319337.38307084
2029,Canada,CAN,7359568.64846662
2030,Canada,CAN,7399799.913862401
2031,Canada,CAN,7433365.59562897
2032,Canada,CAN,7466931.27739554
2033,Canada,CAN,7500496.95916211
2034,Canada,CAN,7534062.64092868
2035,Canada,CAN,7567628.32269525
2036,Canada,CAN,7597333.82466796
2037,Canada,CAN,7627039.32664067
2038,Canada,CAN,7656744.82861338
2039,Canada,CAN,7686450.33058609
2040,Canada,CAN,7716155.8325588
2041,Canada,CAN,7743433.028830901
2042,Canada,CAN,7770710.225103
2043,Canada,CAN,7797987.4213751
2044,Canada,CAN,7825264.6176472
2045,Canada,CAN,7852541.813919299
2046,Canada,CAN,7877742.284903099
2047,Canada,CAN,7902942.7558869
2048,Canada,CAN,7928143.2268707
2049,Canada,CAN,7953343.6978545
2050,Canada,CAN,7978544.1688383
2021,Switzerland,CHE,2121128.09506701
2022,Switzerland,CHE,2129116.79278047
2023,Switzerland,CHE,2137105.49049393
2024,Switzerland,CHE,2145094.18820739
2025,Switzerland,CHE,2153082.88592085
2026,Switzerland,CHE,2160703.12077268
2027,Switzerland,CHE,2168323.35562451
2028,Switzerland,CHE,2175943.59047634
2029,Switzerland,CHE,2183563.82532817
2030,Switzerland,CHE,2191184.06018
2031,Switzerland,CHE,2197779.04769125
2032,Switzerland,CHE,2204374.0352025
2033,Switzerland,CHE,2210969.02271375
2034,Switzerland,CHE,2217564.010225
2035,Switzerland,CHE,2224158.99773625
2036,Switzerland,CHE,2229596.08125949
2037,Switzerland,CHE,2235033.16478273
2038,Switzerland,CHE,2240470.24830597
2039,Switzerland,CHE,2245907.33182921
2040,Switzerland,CHE,2251344.41535245
2041,Switzerland,CHE,2255859.01645776
2042,Switzerland,CHE,2260373.61756307
2043,Switzerland,CHE,2264888.21866838
2044,Switzerland,CHE,2269402.81977369
2045,Switzerland,CHE,2273917.420879
2046,Switzerland,CHE,2277536.44847474
2047,Switzerland,CHE,2281155.47607048
2048,Switzerland,CHE,2284774.50366622
2049,Switzerland,CHE,2288393.53126196
2050,Switzerland,CHE,2292012.5588577003
2021,Chile,CHL,2280658.21882774
2022,Chile,CHL,2282602.06968368
2023,Chile,CHL,2284545.92053962
2024,Chile,CHL,2286489.77139556
2025,Chile,CHL,2288433.6222515
2026,Chile,CHL,2286980.7967924
2027,Chile,CHL,2285527.9713332998
2028,Chile,CHL,2284075.1458742
2029,Chile,CHL,2282622.3204151
2030,Chile,CHL,2281169.4949560002
2031,Chile,CHL,2276355.01621569
2032,Chile,CHL,2271540.53747538
2033,Chile,CHL,2266726.05873507
2034,Chile,CHL,2261911.57999476
2035,Chile,CHL,2257097.10125445
2036,Chile,CHL,2249158.13210438
2037,Chile,CHL,2241219.16295431
2038,Chile,CHL,2233280.19380424
2039,Chile,CHL,2225341.22465417
2040,Chile,CHL,2217402.2555041
2041,Chile,CHL,2206800.80469205
2042,Chile,CHL,2196199.35388
2043,Chile,CHL,2185597.90306795
2044,Chile,CHL,2174996.4522559
2045,Chile,CHL,2164395.00144385
2046,Chile,CHL,2151155.19280832
2047,Chile,CHL,2137915.38417279
2048,Chile,CHL,2124675.57553726
2049,Chile,CHL,2111435.76690174
2050,Chile,CHL,2098195.95826621
2021,China,CHN,515829499.300875
2022,China,CHN,499662779.46447
2023,China,CHN,483496059.62806505
2024,China,CHN,467329339.79165995
2025,China,CHN,451162619.955255
2026,China,CHN,434300664.372852
2027,China,CHN,417438708.790449
2028,China,CHN,400576753.208046
2029,China,CHN,383714797.625643
2030,China,CHN,366852842.04324
2031,China,CHN,349651053.849527
2032,China,CHN,332449265.655814
2033,China,CHN,315247477.462101
2034,China,CHN,298045689.268388
2035,China,CHN,280843901.074675
2036,China,CHN,263710684.67016
2037,China,CHN,246577468.26564503
2038,China,CHN,229444251.86112997
2039,China,CHN,212311035.456615
2040,China,CHN,195177819.0521
2041,China,CHN,178510709.338279
2042,China,CHN,161843599.62445801
2043,China,CHN,145176489.91063702
2044,China,CHN,128509380.196816
2045,China,CHN,111842270.48299499
2046,China,CHN,95963819.91850609
2047,China,CHN,80085369.3540172
2048,China,CHN,64206918.7895282
2049,China,CHN,48328468.22503921
2050,China,CHN,32450017.6605503
2021,Cote d'Ivoire,CIV,11222135.972008802
2022,Cote d'Ivoire,CIV,11263173.2266926
2023,Cote d'Ivoire,CIV,11304210.4813765
2024,Cote d'Ivoire,CIV,11345247.7360603
2025,Cote d'Ivoire,CIV,11386284.990744099
2026,Cote d'Ivoire,CIV,11405751.8710089
2027,Cote d'Ivoire,CIV,11425218.7512737
2028,Cote d'Ivoire,CIV,11444685.6315384
2029,Cote d'Ivoire,CIV,11464152.5118032
2030,Cote d'Ivoire,CIV,11483619.392067999
2031,Cote d'Ivoire,CIV,11481699.184227198
2032,Cote d'Ivoire,CIV,11479778.9763864
2033,Cote d'Ivoire,CIV,11477858.7685456
2034,Cote d'Ivoire,CIV,11475938.560704801
2035,Cote d'Ivoire,CIV,11474018.352864
2036,Cote d'Ivoire,CIV,11447335.9668111
2037,Cote d'Ivoire,CIV,11420653.5807582
2038,Cote d'Ivoire,CIV,11393971.1947054
2039,Cote d'Ivoire,CIV,11367288.8086525
2040,Cote d'Ivoire,CIV,11340606.4225996
2041,Cote d'Ivoire,CIV,11288812.7258297
2042,Cote d'Ivoire,CIV,11237019.029059801
2043,Cote d'Ivoire,CIV,11185225.33229
2044,Cote d'Ivoire,CIV,11133431.635520099
2045,Cote d'Ivoire,CIV,11081637.9387502
2046,Cote d'Ivoire,CIV,11009091.5152989
2047,Cote d'Ivoire,CIV,10936545.0918476
2048,Cote d'Ivoire,CIV,10863998.6683964
2049,Cote d'Ivoire,CIV,10791452.2449451
2050,Cote d'Ivoire,CIV,10718905.8214938
2021,Cameroon,CMR,10044264.779975802
2022,Cameroon,CMR,10049564.4920117
2023,Cameroon,CMR,10054864.204047501
2024,Cameroon,CMR,10060163.9160834
2025,Cameroon,CMR,10065463.628119199
2026,Cameroon,CMR,10043997.9261451
2027,Cameroon,CMR,10022532.224171001
2028,Cameroon,CMR,10001066.522197
2029,Cameroon,CMR,9979600.82022288
2030,Cameroon,CMR,9958135.1182488
2031,Cameroon,CMR,9909921.80635024
2032,Cameroon,CMR,9861708.49445168
2033,Cameroon,CMR,9813495.18255312
2034,Cameroon,CMR,9765281.87065456
2035,Cameroon,CMR,9717068.558756
2036,Cameroon,CMR,9639794.0271048
2037,Cameroon,CMR,9562519.4954536
2038,Cameroon,CMR,9485244.963802401
2039,Cameroon,CMR,9407970.4321512
2040,Cameroon,CMR,9330695.9005
2041,Cameroon,CMR,9222088.711635198
2042,Cameroon,CMR,9113481.522770401
2043,Cameroon,CMR,9004874.3339056
2044,Cameroon,CMR,8896267.1450408
2045,Cameroon,CMR,8787659.956176
2046,Cameroon,CMR,8653955.31406592
2047,Cameroon,CMR,8520250.67195584
2048,Cameroon,CMR,8386546.02984576
2049,Cameroon,CMR,8252841.38773568
2050,Cameroon,CMR,8119136.745625599
2021,"Congo, Dem. Rep.",COD,47256055.2375482
2022,"Congo, Dem. Rep.",COD,47885033.8258356
2023,"Congo, Dem. Rep.",COD,48514012.4141231
2024,"Congo, Dem. Rep.",COD,49142991.0024105
2025,"Congo, Dem. Rep.",COD,49771969.5906979
2026,"Congo, Dem. Rep.",COD,50267274.5227545
2027,"Congo, Dem. Rep.",COD,50762579.4548111
2028,"Congo, Dem. Rep.",COD,51257884.3868678
2029,"Congo, Dem. Rep.",COD,51753189.3189244
2030,"Congo, Dem. Rep.",COD,52248494.250981
2031,"Congo, Dem. Rep.",COD,52584097.7828012
2032,"Congo, Dem. Rep.",COD,52919701.3146214
2033,"Congo, Dem. Rep.",COD,53255304.846441604
2034,"Congo, Dem. Rep.",COD,53590908.3782618
2035,"Congo, Dem. Rep.",COD,53926511.910082
2036,"Congo, Dem. Rep.",COD,54094865.144381605
2037,"Congo, Dem. Rep.",COD,54263218.3786812
2038,"Congo, Dem. Rep.",COD,54431571.6129808
2039,"Congo, Dem. Rep.",COD,54599924.8472804
2040,"Congo, Dem. Rep.",COD,54768278.08158
2041,"Congo, Dem. Rep.",COD,54794547.7927148
2042,"Congo, Dem. Rep.",COD,54820817.5038496
2043,"Congo, Dem. Rep.",COD,54847087.2149844
2044,"Congo, Dem. Rep.",COD,54873356.9261192
2045,"Congo, Dem. Rep.",COD,54899626.637254
2046,"Congo, Dem. Rep.",COD,54787124.4421158
2047,"Congo, Dem. Rep.",COD,54674622.2469776
2048,"Congo, Dem. Rep.",COD,54562120.0518394
2049,"Congo, Dem. Rep.",COD,54449617.8567012
2050,"Congo, Dem. Rep.",COD,54337115.661563
2021,"Congo, Rep.",COG,1640299.41049407
2022,"Congo, Rep.",COG,1647125.8105614
2023,"Congo, Rep.",COG,1653952.21062872
2024,"Congo, Rep.",COG,1660778.61069605
2025,"Congo, Rep.",COG,1667605.01076337
2026,"Congo, Rep.",COG,1669702.2493443
2027,"Congo, Rep.",COG,1671799.48792522
2028,"Congo, Rep.",COG,1673896.72650615
2029,"Congo, Rep.",COG,1675993.96508707
2030,"Congo, Rep.",COG,1678091.203668
2031,"Congo, Rep.",COG,1675137.09044267
2032,"Congo, Rep.",COG,1672182.97721734
2033,"Congo, Rep.",COG,1669228.86399201
2034,"Congo, Rep.",COG,1666274.75076668
2035,"Congo, Rep.",COG,1663320.63754136
2036,"Congo, Rep.",COG,1654550.70674408
2037,"Congo, Rep.",COG,1645780.77594681
2038,"Congo, Rep.",COG,1637010.84514953
2039,"Congo, Rep.",COG,1628240.91435226
2040,"Congo, Rep.",COG,1619470.98355498
2041,"Congo, Rep.",COG,1604473.31862327
2042,"Congo, Rep.",COG,1589475.65369155
2043,"Congo, Rep.",COG,1574477.98875984
2044,"Congo, Rep.",COG,1559480.32382812
2045,"Congo, Rep.",COG,1544482.65889641
2046,"Congo, Rep.",COG,1524392.27083153
2047,"Congo, Rep.",COG,1504301.88276664
2048,"Congo, Rep.",COG,1484211.49470175
2049,"Congo, Rep.",COG,1464121.10663687
2050,"Congo, Rep.",COG,1444030.71857198
2021,Colombia,COL,9614948.8994882
2022,Colombia,COL,9527600.8039464
2023,Colombia,COL,9440252.708404599
2024,Colombia,COL,9352904.612862801
2025,Colombia,COL,9265556.517321
2026,Colombia,COL,9151769.714091001
2027,Colombia,COL,9037982.910861
2028,Colombia,COL,8924196.107631
2029,Colombia,COL,8810409.304401
2030,Colombia,COL,8696622.501171
2031,Colombia,COL,8557835.15806385
2032,Colombia,COL,8419047.8149567
2033,Colombia,COL,8280260.47184955
2034,Colombia,COL,8141473.1287424015
2035,Colombia,COL,8002685.78563525
2036,Colombia,COL,7842761.167156599
2037,Colombia,COL,7682836.54867795
2038,Colombia,COL,7522911.9301993
2039,Colombia,COL,7362987.31172065
2040,Colombia,COL,7203062.6932419995
2041,Colombia,COL,7024991.50292235
2042,Colombia,COL,6846920.3126027
2043,Colombia,COL,6668849.12228305
2044,Colombia,COL,6490777.9319634
2045,Colombia,COL,6312706.74164375
2046,Colombia,COL,6118574.283153401
2047,Colombia,COL,5924441.82466305
2048,Colombia,COL,5730309.3661727
2049,Colombia,COL,5536176.90768235
2050,Colombia,COL,5342044.449192
2021,Comoros,COM,645269.489934014
2022,Comoros,COM,654201.896039428
2023,Comoros,COM,663134.302144842
2024,Comoros,COM,672066.708250256
2025,Comoros,COM,680999.11435567
2026,Comoros,COM,689566.815776212
2027,Comoros,COM,698134.517196754
2028,Comoros,COM,706702.218617296
2029,Comoros,COM,715269.9200378379
2030,Comoros,COM,723837.62145838
2031,Comoros,COM,732035.70500621
2032,Comoros,COM,740233.78855404
2033,Comoros,COM,748431.87210187
2034,Comoros,COM,756629.9556497
2035,Comoros,COM,764828.03919753
2036,Comoros,COM,772048.017127992
2037,Comoros,COM,779267.9950584541
2038,Comoros,COM,786487.972988916
2039,Comoros,COM,793707.950919378
2040,Comoros,COM,800927.92884984
2041,Comoros,COM,806491.227558247
2042,Comoros,COM,812054.526266654
2043,Comoros,COM,817617.8249750609
2044,Comoros,COM,823181.123683468
2045,Comoros,COM,828744.422391875
2046,Comoros,COM,832608.411432952
2047,Comoros,COM,836472.400474029
2048,Comoros,COM,840336.389515106
2049,Comoros,COM,844200.378556183
2050,Comoros,COM,848064.36759726
2021,Cabo Verde,CPV,176090.30234618
2022,Cabo Verde,CPV,174433.45434292
2023,Cabo Verde,CPV,172776.60633966
2024,Cabo Verde,CPV,171119.75833639997
2025,Cabo Verde,CPV,169462.91033314
2026,Cabo Verde,CPV,167500.127773584
2027,Cabo Verde,CPV,165537.345214028
2028,Cabo Verde,CPV,163574.56265447199
2029,Cabo Verde,CPV,161611.780094916
2030,Cabo Verde,CPV,159648.99753536
2031,Cabo Verde,CPV,157401.941024296
2032,Cabo Verde,CPV,155154.88451323198
2033,Cabo Verde,CPV,152907.828002168
2034,Cabo Verde,CPV,150660.771491104
2035,Cabo Verde,CPV,148413.71498004
2036,Cabo Verde,CPV,145951.650891664
2037,Cabo Verde,CPV,143489.586803288
2038,Cabo Verde,CPV,141027.522714912
2039,Cabo Verde,CPV,138565.45862653598
2040,Cabo Verde,CPV,136103.39453816
2041,Cabo Verde,CPV,133461.439229256
2042,Cabo Verde,CPV,130819.483920352
2043,Cabo Verde,CPV,128177.52861144801
2044,Cabo Verde,CPV,125535.573302544
2045,Cabo Verde,CPV,122893.61799364
2046,Cabo Verde,CPV,120105.95668342401
2047,Cabo Verde,CPV,117318.295373208
2048,Cabo Verde,CPV,114530.63406299199
2049,Cabo Verde,CPV,111742.972752776
2050,Cabo Verde,CPV,108955.31144256
2021,Costa Rica,CRI,987686.0218498509
2022,Costa Rica,CRI,951204.4317508921
2023,Costa Rica,CRI,914722.8416519329
2024,Costa Rica,CRI,878241.2515529741
2025,Costa Rica,CRI,841759.661454015
2026,Costa Rica,CRI,799562.0006107959
2027,Costa Rica,CRI,757364.339767577
2028,Costa Rica,CRI,715166.678924358
2029,Costa Rica,CRI,672969.018081139
2030,Costa Rica,CRI,630771.357237919
2031,Costa Rica,CRI,583412.385992446
2032,Costa Rica,CRI,536053.414746973
2033,Costa Rica,CRI,488694.4435015
2034,Costa Rica,CRI,441335.47225602705
2035,Costa Rica,CRI,393976.50101055397
2036,Costa Rica,CRI,342196.632980373
2037,Costa Rica,CRI,290416.764950192
2038,Costa Rica,CRI,238636.896920012
2039,Costa Rica,CRI,186857.028889831
2040,Costa Rica,CRI,135077.16085965
2041,Costa Rica,CRI,121215.11362572
2042,Costa Rica,CRI,107353.06639179
2043,Costa Rica,CRI,93491.01915786
2044,Costa Rica,CRI,79628.97192393
2045,Costa Rica,CRI,65766.9246900001
2046,Costa Rica,CRI,66085.4834960001
2047,Costa Rica,CRI,66404.0423020001
2048,Costa Rica,CRI,66722.6011080001
2049,Costa Rica,CRI,67041.15991400009
2050,Costa Rica,CRI,67359.71872000009
2021,Cuba,CUB,2513631.50218512
2022,Cuba,CUB,2499569.71428744
2023,Cuba,CUB,2485507.92638976
2024,Cuba,CUB,2471446.13849208
2025,Cuba,CUB,2457384.3505944
2026,Cuba,CUB,2440819.64313936
2027,Cuba,CUB,2424254.93568432
2028,Cuba,CUB,2407690.22822928
2029,Cuba,CUB,2391125.52077424
2030,Cuba,CUB,2374560.8133192
2031,Cuba,CUB,2355440.38125093
2032,Cuba,CUB,2336319.94918266
2033,Cuba,CUB,2317199.51711439
2034,Cuba,CUB,2298079.08504612
2035,Cuba,CUB,2278958.65297785
2036,Cuba,CUB,2257591.48609428
2037,Cuba,CUB,2236224.31921071
2038,Cuba,CUB,2214857.15232714
2039,Cuba,CUB,2193489.98544357
2040,Cuba,CUB,2172122.81856
2041,Cuba,CUB,2148813.20112822
2042,Cuba,CUB,2125503.58369644
2043,Cuba,CUB,2102193.96626466
2044,Cuba,CUB,2078884.34883288
2045,Cuba,CUB,2055574.7314011
2046,Cuba,CUB,2030478.43808997
2047,Cuba,CUB,2005382.14477884
2048,Cuba,CUB,1980285.85146771
2049,Cuba,CUB,1955189.55815658
2050,Cuba,CUB,1930093.26484545
2021,Cyprus,CYP,414335.491386867
2022,Cyprus,CYP,414671.91061625397
