"year","prodinit_ippu_textiles_tonne","location_code"
2026,5602.15008433616,"MHL"
2027,8475.44113289851,"MHL"
2028,12822.4166285863,"MHL"
2029,19398.9157164753,"MHL"
2030,29348.4404598076,"MHL"
2031,44400.9845710786,"MHL"
2032,67173.8395633333,"MHL"
2033,101626.68159885,"MHL"
2034,153750.068180285,"MHL"
2035,232607.058437198,"MHL"
2036,351909.07083932,"MHL"
2037,532399.983779638,"MHL"
2038,805463.019332004,"MHL"
2039,1218577.56438242,"MHL"
2040,1843574.74493078,"MHL"
2041,2789127.20822095,"MHL"
2042,4219644.79879574,"MHL"
2043,6383861.65231997,"MHL"
2044,9658085.34585477,"MHL"
2045,14611628.1379494,"MHL"
2046,22105797.2875906,"MHL"
2047,33443656.5936742,"MHL"
2048,50596599.2451891,"MHL"
2049,76547127.7941089,"MHL"
2050,115807442.811184,"MHL"
2021,28297.66,"MKD"
2022,27625.7282204778,"MKD"
2023,26969.7515523086,"MKD"
2024,26329.3511392068,"MKD"
2025,25704.1571208805,"MKD"
2026,25093.8084194206,"MKD"
2027,24497.9525307623,"MKD"
2028,23916.2453210974,"MKD"
2029,23348.3508281218,"MKD"
2030,22793.941067002,"MKD"
2031,22252.6958409488,"MKD"
2032,21724.3025562894,"MKD"
2033,21208.45604193,"MKD"
2034,20704.8583731061,"MKD"
2035,20213.2186993169,"MKD"
2036,19733.2530763465,"MKD"
2037,19264.6843022729,"MKD"
2038,18807.2417573713,"MKD"
2039,18360.6612478191,"MKD"
2040,17924.6848531118,"MKD"
2041,17499.0607771025,"MKD"
2042,17083.5432025777,"MKD"
2043,16677.8921492874,"MKD"
2044,16281.8733353448,"MKD"
2045,15895.2580419186,"MKD"
2046,15517.8229811372,"MKD"
2047,15149.3501671298,"MKD"
2048,14789.6267901295,"MKD"
2049,14438.4450935666,"MKD"
2050,14095.602254079,"MKD"
2021,12391.98,"MLI"
2022,12748.5991080876,"MLI"
2023,13115.4810787891,"MLI"
2024,13492.9212590071,"MLI"
2025,13881.2234952021,"MLI"
2026,14280.7003779944,"MLI"
2027,14691.6734938053,"MLI"
2028,15114.4736837407,"MLI"
2029,15549.4413099239,"MLI"
2030,15996.9265294938,"MLI"
2031,16457.289576488,"MLI"
2032,16930.901051838,"MLI"
2033,17418.1422217096,"MLI"
2034,17919.4053244301,"MLI"
2035,18435.0938862466,"MLI"
2036,18965.623046173,"MLI"
2037,19511.4198901844,"MLI"
2038,20072.9237950294,"MLI"
2039,20650.5867819366,"MLI"
2040,21244.8738805004,"MLI"
2041,21856.2635030384,"MLI"
2042,22485.2478297224,"MLI"
2043,23132.3332047928,"MLI"
2044,23798.0405441751,"MLI"
2045,24482.9057548273,"MLI"
2046,25187.4801661546,"MLI"
2047,25912.3309738406,"MLI"
2048,26658.0416964501,"MLI"
2049,27425.2126451726,"MLI"
2050,28214.4614070844,"MLI"
2021,4990.428,"MLT"
2022,5134.86619614646,"MLT"
2023,5283.48487390813,"MLT"
2024,5436.40502916423,"MLT"
2025,5593.75115978349,"MLT"
2026,5755.65136698241,"MLT"
2027,5922.23745961711,"MLT"
2028,6093.64506149376,"MLT"
2029,6270.01372178481,"MLT"
2030,6451.48702864108,"MLT"
2031,6638.21272609212,"MLT"
2032,6830.34283432997,"MLT"
2033,7028.03377347437,"MLT"
2034,7231.44649092005,"MLT"
2035,7440.74659236989,"MLT"
2036,7656.10447666054,"MLT"
2037,7877.69547449032,"MLT"
2038,8105.69999116234,"MLT"
2039,8340.30365345901,"MLT"
2040,8581.69746076759,"MLT"
2041,8830.07794057972,"MLT"
2042,9085.64730849164,"MLT"
2043,9348.61363283526,"MLT"
2044,9619.19100407414,"MLT"
2045,9897.59970910239,"MLT"
2046,10184.0664105882,"MLT"
2047,10478.8243315082,"MLT"
2048,10782.1134450229,"MLT"
2049,11094.1806698472,"MLT"
2050,11415.2800712764,"MLT"
2021,372349.7,"MMR"
2022,409115.044015345,"MMR"
2023,449510.552149438,"MMR"
2024,493894.662270385,"MMR"
2025,542661.203953414,"MMR"
2026,596242.893013802,"MMR"
2027,655115.171085617,"MMR"
2028,719800.42431567,"MMR"
2029,790872.618606028,"MMR"
2030,868962.392534589,"MMR"
2031,954762.653144256,"MMR"
2032,1049034.72425336,"MMR"
2033,1152615.10184253,"MMR"
2034,1266422.87646011,"MMR"
2035,1391467.88850647,"MMR"
2036,1528859.68876103,"MMR"
2037,1679817.38366046,"MMR"
2038,1845680.45268733,"MMR"
2039,2027920.63385424,"MMR"
2040,2228154.9827458,"MMR"
2041,2448160.22099402,"MMR"
2042,2689888.50150433,"MMR"
2043,2955484.73032022,"MMR"
2044,3247305.59882722,"MMR"
2045,3567940.49517288,"MMR"
2046,3920234.48045422,"MMR"
2047,4307313.53354522,"MMR"
2048,4732612.28856702,"MMR"
2049,5199904.51112128,"MMR"
2050,5713336.58370874,"MMR"
2021,3879.472,"MNE"
2022,3900.73622826537,"MNE"
2023,3922.11701038233,"MNE"
2024,3943.61498520784,"MNE"
2025,3965.23079510058,"MNE"
2026,3986.96508594013,"MNE"
2027,4008.81850714629,"MNE"
2028,4030.79171169845,"MNE"
2029,4052.88535615515,"MNE"
2030,4075.10010067365,"MNE"
2031,4097.43660902967,"MNE"
2032,4119.89554863725,"MNE"
2033,4142.47759056866,"MNE"
2034,4165.18340957445,"MNE"
2035,4188.01368410365,"MNE"
2036,4210.96909632399,"MNE"
2037,4234.05033214233,"MNE"
2038,4257.25808122513,"MNE"
2039,4280.59303701906,"MNE"
2040,4304.05589677171,"MNE"
2041,4327.64736155245,"MNE"
2042,4351.36813627336,"MNE"
2043,4375.2189297103,"MNE"
2044,4399.20045452407,"MNE"
2045,4423.31342728173,"MNE"
2046,4447.55856847801,"MNE"
2047,4471.9366025568,"MNE"
2048,4496.44825793285,"MNE"
2049,4521.0942670135,"MNE"
2050,4545.87536622057,"MNE"
2021,9102.757,"MNG"
2022,9041.53857607322,"MNG"
2023,8980.73186207433,"MNG"
2024,8920.33408914627,"MNG"
2025,8860.3425070533,"MNG"
2026,8800.7543840557,"MNG"
2027,8741.56700678543,"MNG"
2028,8682.77768012255,"MNG"
2029,8624.38372707253,"MNG"
2030,8566.38248864431,"MNG"
2031,8508.77132372924,"MNG"
2032,8451.54760898083,"MNG"
2033,8394.70873869527,"MNG"
2034,8338.2521246928,"MNG"
2035,8282.17519619983,"MNG"
2036,8226.47539973192,"MNG"
2037,8171.15019897746,"MNG"
2038,8116.19707468222,"MNG"
2039,8061.61352453459,"MNG"
2040,8007.39706305167,"MNG"
2041,7953.5452214661,"MNG"
2042,7900.0555476136,"MNG"
2043,7846.92560582135,"MNG"
2044,7794.15297679708,"MNG"
2045,7741.73525751887,"MNG"
2046,7689.67006112577,"MNG"
2047,7637.95501680908,"MNG"
2048,7586.58776970441,"MNG"
2049,7535.56598078447,"MNG"
2050,7484.88732675252,"MNG"
2021,148.4774,"MNP"
2022,163.524813684426,"MNP"
2023,180.097204628624,"MNP"
2024,198.349121361107,"MNP"
2025,218.450775101427,"MNP"
2026,240.589627092603,"MNP"
2027,264.972136801448,"MNP"
2028,291.825687289924,"MNP"
2029,321.400705712884,"MNP"
2030,353.972998717261,"MNP"
2031,389.84632452183,"MNP"
2032,429.355225663909,"MNP"
2033,472.868148830227,"MNP"
2034,520.790880866463,"MNP"
2035,573.5703330085,"MNP"
2036,631.698708625885,"MNP"
2037,695.718093344442,"MNP"
2038,766.225510353992,"MNP"
2039,843.878488045254,"MNP"
2040,929.401191897858,"MNP"
2041,1023.59117780336,"MNP"
2042,1127.32682980249,"MNP"
2043,1241.57555159847,"MNP"
2044,1367.40278823765,"MNP"
2045,1505.9819620907,"MNP"
2046,1658.60541579384,"MNP"
2047,1826.69646420039,"MNP"
2048,2011.82266773507,"MNP"
2049,2215.71045093382,"MNP"
2050,2440.26120249673,"MNP"
2021,14993.83,"MOZ"
2022,15769.498470909,"MOZ"
2023,16585.2942192889,"MOZ"
2024,17443.2931299509,"MOZ"
2025,18345.6784784393,"MOZ"
2026,19294.746486624,"MOZ"
2027,20292.912165697,"MOZ"
2028,21342.7154614431,"MOZ"
2029,22446.8277174193,"MOZ"
2030,23608.0584724917,"MOZ"
2031,24829.3626100261,"MOZ"
2032,26113.8478769235,"MOZ"
2033,27464.7827916346,"MOZ"
2034,28885.604961276,"MOZ"
2035,30379.9298290112,"MOZ"
2036,31951.5598739558,"MOZ"
2037,33604.4942870169,"MOZ"
2038,35342.939147288,"MOZ"
2039,37171.3181248946,"MOZ"
2040,39094.2837375238,"MOZ"
2041,41116.7291892841,"MOZ"
2042,43243.8008220177,"MOZ"
2043,45480.9112107514,"MOZ"
2044,47833.7529366074,"MOZ"
2045,50308.3130722215,"MOZ"
2046,52910.8884165292,"MOZ"
2047,55648.1015176838,"MOZ"
2048,58526.9175248821,"MOZ"
2049,61554.661911976,"MOZ"
2050,64739.0391179722,"MOZ"
2021,8595.593,"MRT"
2022,9424.56959097535,"MRT"
2023,10333.4943819626,"MRT"
2024,11330.0777410889,"MRT"
2025,12422.7736401727,"MRT"
2026,13620.8513693868,"MRT"
2027,14934.4741682299,"MRT"
2028,16374.7854398302,"MRT"
2029,17954.0032799331,"MRT"
2030,19685.5241224577,"MRT"
2031,21584.0363808439,"MRT"
2032,23665.6450492021,"MRT"
2033,25948.0083202551,"MRT"
2034,28450.487378992,"MRT"
2035,31194.31064273,"MRT"
2036,34202.7538408242,"MRT"
2037,37501.3374616326,"MRT"
2038,41118.0432416714,"MRT"
2039,45083.5515334271,"MRT"
2040,49431.5015654076,"MRT"
2041,54198.7768022045,"MRT"
2042,59425.8178252642,"MRT"
2043,65156.9653885224,"MRT"
2044,71440.8365590253,"MRT"
2045,78330.7371333228,"MRT"
2046,85885.1138281439,"MRT"
2047,94168.0500812662,"MRT"
2048,103249.809668437,"MRT"
2049,113207.432747821,"MRT"
2050,124125.389388201,"MRT"
2021,23399.21,"MUS"
2022,23199.3154206855,"MUS"
2023,23001.1284991441,"MUS"
2024,22804.6346472108,"MUS"
2025,22609.8194013447,"MUS"
2026,22416.6684215634,"MUS"
2027,22225.1674903883,"MUS"
2028,22035.3025117978,"MUS"
2029,21847.0595101895,"MUS"
2030,21660.4246293517,"MUS"
2031,21475.3841314436,"MUS"
2032,21291.9243959837,"MUS"
2033,21110.0319188474,"MUS"
2034,20929.6933112734,"MUS"
2035,20750.8952988773,"MUS"
2036,20573.6247206754,"MUS"
2037,20397.8685281153,"MUS"
2038,20223.6137841159,"MUS"
2039,20050.8476621146,"MUS"
2040,19879.5574451236,"MUS"
2041,19709.7305247938,"MUS"
2042,19541.3544004864,"MUS"
2043,19374.416678353,"MUS"
2044,19208.9050704234,"MUS"
2045,19044.8073937008,"MUS"
2046,18882.1115692653,"MUS"
2047,18720.8056213847,"MUS"
2048,18560.8776766329,"MUS"
2049,18402.3159630162,"MUS"
2050,18245.1088091063,"MUS"
2021,296750.8,"MYS"
2022,315889.631920551,"MYS"
2023,336262.815651722,"MYS"
2024,357949.96025214,"MYS"
2025,381035.809136906,"MYS"
2026,405610.571216006,"MYS"
2027,431770.27338935,"MYS"
2028,459617.135775868,"MYS"
2029,489259.971142847,"MYS"
2030,520814.610096328,"MYS"
2031,554404.353693989,"MYS"
2032,590160.455249136,"MYS"
2033,628222.633208451,"MYS"
2034,668739.617107609,"MYS"
2035,711869.728738096,"MYS"
2036,757781.500796154,"MYS"
2037,806654.335431277,"MYS"
2038,858679.205267527,"MYS"
2039,914059.399636969,"MYS"
2040,973011.318941152,"MYS"
2041,1035765.32024463,"MYS"
2042,1102566.61740473,"MYS"
2043,1173676.23925485,"MYS"
2044,1249372.04958541,"MYS"
2045,1329949.83290815,"MYS"
2046,1415724.45024631,"MYS"
2047,1507031.06946715,"MYS"
2048,1604226.47496422,"MYS"
2049,1707690.46180718,"MYS"
2050,1817827.31980674,"MYS"
2021,7260.011,"NAM"
2022,7137.71372979139,"NAM"
2023,7017.47659727409,"NAM"
2024,6899.26489875195,"NAM"
2025,6783.04451512395,"NAM"
2026,6668.78190203657,"NAM"
2027,6556.44408020191,"NAM"
2028,6445.99862587902,"NAM"
2029,6337.41366151554,"NAM"
2030,6230.65784654693,"NAM"
2031,6125.70036835074,"NAM"
2032,6022.5109333533,"NAM"
2033,5921.05975828612,"NAM"
2034,5821.31756158966,"NAM"
2035,5723.25555496187,"NAM"
2036,5626.84543504908,"NAM"
2037,5532.05937527696,"NAM"
2038,5438.87001781891,"NAM"
2039,5347.25046569995,"NAM"
2040,5257.17427503346,"NAM"
2041,5168.61544738877,"NAM"
2042,5081.54842228733,"NAM"
2043,4995.94806982525,"NAM"
2044,4911.7896834201,"NAM"
2045,4829.04897267998,"NAM"
2046,4747.70205639259,"NAM"
2047,4667.72545563254,"NAM"
2048,4589.09608698459,"NAM"
2049,4511.79125588127,"NAM"
2050,4435.78865005253,"NAM"
2021,3354.201,"NCL"
2022,3373.05993910734,"NCL"
2023,3392.02491228487,"NCL"
2024,3411.09651570738,"NCL"
2025,3430.27534890163,"NCL"
2026,3449.56201476523,"NCL"
2027,3468.95711958557,"NCL"
2028,3488.46127305885,"NCL"
2029,3508.07508830932,"NCL"
2030,3527.79918190849,"NCL"
2031,3547.63417389452,"NCL"
2032,3567.58068779175,"NCL"
2033,3587.63935063027,"NCL"
2034,3607.81079296561,"NCL"
2035,3628.09564889862,"NCL"
2036,3648.49455609535,"NCL"
2037,3669.00815580714,"NCL"
2038,3689.63709289073,"NCL"
2039,3710.38201582857,"NCL"
2040,3731.24357674918,"NCL"
2041,3752.22243144769,"NCL"
2042,3773.31923940639,"NCL"
2043,3794.53466381552,"NCL"
2044,3815.86937159409,"NCL"
2045,3837.32403341086,"NCL"
2046,3858.8993237054,"NCL"
2047,3880.59592070932,"NCL"
2048,3902.41450646755,"NCL"
2049,3924.35576685985,"NCL"
2050,3946.42039162228,"NCL"
2021,4530.836,"NER"
2022,4798.49309012138,"NER"
2023,5081.96190194097,"NER"
2024,5382.17650577594,"NER"
2025,5700.12615172553,"NER"
2026,6036.85852939173,"NER"
2027,6393.48322016655,"NER"
2028,6771.17535346151,"NER"
2029,7171.17947892735,"NER"
2030,7594.81366742321,"NER"
2031,8043.4738542489,"NER"
2032,8518.63843895151,"NER"
2033,9021.87315686359,"NER"
2034,9554.8362384252,"NER"
2035,10119.2838732906,"NER"
2036,10717.0759972248,"NER"
2037,11350.1824208576,"NER"
2038,12020.6893204923,"NER"
2039,12730.8061123551,"NER"
2040,13482.8727329373,"NER"
2041,14279.367349422,"NER"
2042,15122.9145255988,"NER"
2043,16016.2938701781,"NER"
2044,16962.4491959989,"NER"
2045,17964.4982203143,"NER"
2046,19025.7428381155,"NER"
2047,20149.6800023491,"NER"
2048,21340.0132468774,"NER"
2049,22600.6648901527,"NER"
2050,23935.7889598182,"NER"
2021,853597,"NGA"
2022,1077525.30326803,"NGA"
2023,1360197.8207314,"NGA"
2024,1717025.21129774,"NGA"
2025,2167460.88789259,"NGA"
2026,2736061.57302341,"NGA"
2027,3453826.07510576,"NGA"
2028,4359885.27257403,"NGA"
2029,5503635.43984357,"NGA"
2030,6947431.219175,"NGA"
2031,8769985.05310507,"NGA"
2032,11070658.4067225,"NGA"
2033,13974878.7274094,"NGA"
2034,17640977.4622987,"NGA"
2035,22268821.9265156,"NGA"
2036,28110711.6119087,"NGA"
2037,35485132.978094,"NGA"
2038,44794122.6055471,"NGA"
2039,56545185.3101258,"NGA"
2040,71378962.1444784,"NGA"
2041,90104156.6824701,"NGA"
2042,113741623.687746,"NGA"
2043,143580023.779766,"NGA"
2044,181246078.262369,"NGA"
2045,228793254.247379,"NGA"
2046,288813714.983285,"NGA"
2047,364579638.664769,"NGA"
2048,460221610.101258,"NGA"
2049,580953810.750108,"NGA"
2050,733358283.959794,"NGA"
2021,72959.03,"NIC"
2022,77494.8984180986,"NIC"
2023,82312.7621191156,"NIC"
2024,87430.1527711371,"NIC"
2025,92865.6919873813,"NIC"
2026,98639.1590881696,"NIC"
2027,104771.563075666,"NIC"
2028,111285.219083287,"NIC"
2029,118203.829577986,"NIC"
2030,125552.570610879,"NIC"
2031,133358.183430087,"NIC"
2032,141649.07178915,"NIC"
2033,150455.405305117,"NIC"
2034,159809.22924241,"NIC"
2035,169744.581121969,"NIC"
2036,180297.614579987,"NIC"
2037,191506.730926954,"NIC"
2038,203412.718885742,"NIC"
2039,216058.903017212,"NIC"
2040,229491.301373451,"NIC"
2041,243758.79295233,"NIC"
2042,258913.295562717,"NIC"
2043,275009.954747587,"NIC"
2044,292107.344452498,"NIC"
2045,310267.680169636,"NIC"
2046,329557.045333046,"NIC"
2047,350045.63178887,"NIC"
2048,371807.995215638,"NIC"
2049,394923.32642406,"NIC"
2050,419475.739523539,"NIC"
2021,821855.7,"NLD"
2022,834847.140501583,"NLD"
2023,848043.942511649,"NLD"
2024,861449.352271377,"NLD"
2025,875066.667336736,"NLD"
2026,888899.237389635,"NLD"
2027,902950.465061902,"NLD"
2028,917223.806772288,"NLD"
2029,931722.773576702,"NLD"
2030,946450.932031881,"NLD"
2031,961411.905072721,"NLD"
2032,976609.372903468,"NLD"
2033,992047.073903004,"NLD"
2034,1007728.80554444,"NLD"
2035,1023658.42532923,"NLD"
2036,1039839.85173609,"NLD"
2037,1056277.06518488,"NLD"
2038,1072974.10901573,"NLD"
2039,1089935.09048367,"NLD"
2040,1107164.18176892,"NLD"
2041,1124665.62100325,"NLD"
2042,1142443.71331244,"NLD"
2043,1160502.83187536,"NLD"
2044,1178847.41899963,"NLD"
2045,1197481.98721444,"NLD"
2046,1216411.12038053,"NLD"
2047,1235639.4748178,"NLD"
2048,1255171.78045065,"NLD"
2049,1275012.84197154,"NLD"
2050,1295167.54002282,"NLD"
2021,250113.1,"NOR"
2022,249754.280093279,"NOR"
2023,249395.974960576,"NOR"
2024,249038.183863381,"NOR"
2025,248680.906064242,"NOR"
2026,248324.140826767,"NOR"
2027,247967.887415618,"NOR"
2028,247612.145096514,"NOR"
2029,247256.913136227,"NOR"
2030,246902.19080258,"NOR"
2031,246547.977364448,"NOR"
2032,246194.272091753,"NOR"
2033,245841.074255465,"NOR"
2034,245488.383127601,"NOR"
2035,245136.197981222,"NOR"
2036,244784.51809043,"NOR"
2037,244433.342730372,"NOR"
2038,244082.67117723,"NOR"
2039,243732.50270823,"NOR"
2040,243382.83660163,"NOR"
2041,243033.672136726,"NOR"
2042,242685.008593849,"NOR"
2043,242336.845254359,"NOR"
2044,241989.181400649,"NOR"
2045,241642.016316143,"NOR"
2046,241295.34928529,"NOR"
2047,240949.179593568,"NOR"
2048,240603.506527478,"NOR"
2049,240258.329374546,"NOR"
2050,239913.647423321,"NOR"
2021,54534.75,"NPL"
2022,55556.3967751921,"NPL"
2023,56597.1829456004,"NPL"
2024,57657.4670661168,"NPL"
2025,58737.6144087533,"NPL"
2026,59837.9970884792,"NPL"
2027,60958.9941914164,"NPL"
2028,62100.9919054357,"NPL"
2029,63264.3836532006,"NPL"
2030,64449.5702277024,"NPL"
2031,65656.9599303352,"NPL"
2032,66886.9687115572,"NPL"
2033,68140.0203141874,"NPL"
2034,69416.5464193867,"NPL"
2035,70716.9867953734,"NPL"
2036,72041.7894489255,"NPL"
2037,73391.4107797204,"NPL"
2038,74766.3157375666,"NPL"
2039,76166.9779825807,"NPL"
2040,77593.8800483651,"NPL"
2041,79047.5135082427,"NPL"
2042,80528.3791446058,"NPL"
2043,82036.9871214377,"NPL"
2044,83573.8571600663,"NPL"
2045,85139.5187182095,"NPL"
2046,86734.5111723762,"NPL"
2047,88359.3840036833,"NPL"
2048,90014.696987154,"NPL"
2049,91701.0203845625,"NPL"
2050,93418.9351408916,"NPL"
2021,25.72749,"NRU"
2022,47.2234903012358,"NRU"
2023,86.6799690226644,"NRU"
2024,159.103382275271,"NRU"
2025,292.038478288012,"NRU"
2026,536.04437304306,"NRU"
2027,983.923664975906,"NRU"
2028,1806.01798504813,"NRU"
2029,3314.99391509929,"NRU"
2030,6084.75925938935,"NRU"
2031,11168.7370151977,"NRU"
2032,20500.5130354434,"NRU"
2033,37629.2354403643,"NRU"
2034,69069.4597436812,"NRU"
2035,126778.825385505,"NRU"
2036,232705.89672737,"NRU"
2037,427137.845827375,"NRU"
2038,784022.845591225,"NRU"
2039,1439094.72881826,"NRU"
2040,2641496.54587014,"NRU"
2041,4848536.97405562,"NRU"
2042,8899618.22041322,"NRU"
2043,16335485.300602,"NRU"
2044,29984216.5582012,"NRU"
2045,55036824.8059321,"NRU"
2046,101021551.750044,"NRU"
2047,185427737.773253,"NRU"
2048,340357531.042294,"NRU"
2049,624735276.007428,"NRU"
2050,1146718169.83999,"NRU"
2021,155427.8,"NZL"
2022,160916.282948947,"NZL"
2023,166598.575789566,"NZL"
2024,172481.522357296,"NZL"
2025,178572.208157818,"NZL"
2026,184877.968900941,"NZL"
2027,191406.399335836,"NZL"
2028,198165.362398261,"NZL"
2029,205162.998680797,"NZL"
2030,212407.736237491,"NZL"
2031,219908.30073473,"NZL"
2032,227673.725960554,"NZL"
2033,235713.364705088,"NZL"
2034,244036.900025171,"NZL"
2035,252654.356906771,"NZL"
2036,261576.114339225,"NZL"
2037,270812.91781584,"NZL"
2038,280375.892275922,"NZL"
2039,290276.555503814,"NZL"
2040,300526.832001079,"NZL"
2041,311139.067348546,"NZL"
2042,322126.043075498,"NZL"
2043,333500.992053941,"NZL"
2044,345277.614436455,"NZL"
2045,357470.094156862,"NZL"
2046,370093.116013559,"NZL"
2047,383161.8833561,"NZL"
2048,396692.13639633,"NZL"
2049,410700.171166124,"NZL"
2050,425202.85914456,"NZL"
2021,40973.67,"OMN"
2022,44808.8621376119,"OMN"
2023,49003.0335595399,"OMN"
2024,53589.7852229052,"OMN"
2025,58605.8631808523,"OMN"
2026,64091.452967883,"OMN"
2027,70090.5015400648,"OMN"
2028,76651.069349288,"OMN"
2029,83825.7153721592,"OMN"
2030,91671.9181781319,"OMN"
2031,100252.536410196,"OMN"
2032,109636.312367196,"OMN"
2033,119898.422722149,"OMN"
2034,131121.080788562,"OMN"
2035,143394.195159705,"OMN"
2036,156816.089997431,"OMN"
2037,171494.292741027,"OMN"
2038,187546.3955467,"OMN"
2039,205100.99735899,"OMN"
2040,224298.734161369,"OMN"
2041,245293.405659724,"OMN"
2042,268253.207424961,"OMN"
2043,293362.07836587,"OMN"
2044,320821.174327308,"OMN"
2045,350850.479619207,"OMN"
2046,383690.569386927,"OMN"
2047,419604.53694191,"OMN"
2048,458880.101493143,"OMN"
2049,501831.913165202,"OMN"
2050,548804.073769168,"OMN"
2021,1877234,"PAK"
2022,1955201.94609532,"PAK"
2023,2036408.1675566,"PAK"
2024,2120987.1610311,"PAK"
2025,2209079.00927173,"PAK"
2026,2300829.61314701,"PAK"
2027,2396390.93328737,"PAK"
2028,2495921.24176776,"PAK"
2029,2599585.38424351,"PAK"
2030,2707555.05297361,"PAK"
2031,2820009.07118357,"PAK"
2032,2937133.68923884,"PAK"
2033,3059122.8931193,"PAK"
2034,3186178.72570581,"PAK"
2035,3318511.62141081,"PAK"
2036,3456340.75470739,"PAK"
2037,3599894.40313379,"PAK"
2038,3749410.32537491,"PAK"
2039,3905136.15504669,"PAK"
2040,4067329.81083578,"PAK"
2041,4236259.92367368,"PAK"
2042,4412206.28165291,"PAK"
2043,4595460.29342201,"PAK"
2044,4786325.47082702,"PAK"
2045,4985117.93159862,"PAK"
2046,5192166.92291761,"PAK"
2047,5407815.36672587,"PAK"
2048,5632420.42768595,"PAK"
2049,5866354.10472995,"PAK"
2050,6110003.84717743,"PAK"
2021,93695.63,"PAN"
2022,95492.6949996215,"PAN"
2023,97324.2273763539,"PAN"
2024,99190.8882081691,"PAN"
2025,101093.351252393,"PAN"
2026,103032.303188893,"PAN"
2027,105008.443867932,"PAN"
2028,107022.48656277,"PAN"
2029,109075.15822712,"PAN"
2030,111167.199757532,"PAN"
2031,113299.366260817,"PAN"
2032,115472.427326596,"PAN"
2033,117687.167305077,"PAN"
2034,119944.385590161,"PAN"
2035,122244.89690798,"PAN"
2036,124589.531610961,"PAN"
2037,126979.13597754,"PAN"
2038,129414.572517615,"PAN"
2039,131896.72028387,"PAN"
2040,134426.475189057,"PAN"
2041,137004.750329367,"PAN"
2042,139632.476314013,"PAN"
2043,142310.60160112,"PAN"
2044,145040.092840065,"PAN"
2045,147821.935220384,"PAN"
2046,150657.132827368,"PAN"
2047,153546.709004479,"PAN"
2048,156491.706722719,"PAN"
2049,159493.188957081,"PAN"
2050,162552.239070227,"PAN"
2021,189245.6,"PER"
2022,194245.395873519,"PER"
2023,199377.284428596,"PER"
2024,204644.755503007,"PER"
2025,210051.391134701,"PER"
2026,215600.867997689,"PER"
2027,221296.959902294,"PER"
2028,227143.540361453,"PER"
2029,233144.585224826,"PER"
2030,239304.175382486,"PER"
2031,245626.499540053,"PER"
2032,252115.857067136,"PER"
2033,258776.660921033,"PER"
2034,265613.440647675,"PER"
2035,272630.845461851,"PER"
2036,279833.647408814,"PER"
2037,287226.744609417,"PER"
2038,294815.164590979,"PER"
2039,302604.067706153,"PER"
2040,310598.750642123,"PER"
2041,318804.650022509,"PER"
2042,327227.346104433,"PER"
2043,335872.566573261,"PER"
2044,344746.190437601,"PER"
2045,353854.252027204,"PER"
2046,363202.945096491,"PER"
2047,372798.627036486,"PER"
2048,382647.823198039,"PER"
2049,392757.231329254,"PER"
2050,403133.726130163,"PER"
2021,400943.9,"PHL"
2022,432879.607954058,"PHL"
2023,467359.03696866,"PHL"
2024,504584.797765421,"PHL"
2025,544775.639275901,"PHL"
2026,588167.734071208,"PHL"
2027,635016.066177765,"PHL"
2028,685595.929434414,"PHL"
2029,740204.545195641,"PHL"
2030,799162.808886981,"PHL"
2031,862817.175675848,"PHL"
2032,931541.696338536,"PHL"
2033,1005740.21528668,"PHL"
2034,1085848.74366945,"PHL"
2035,1172338.02149637,"PHL"
2036,1265716.28383667,"PHL"
2037,1366532.24735003,"PHL"
2038,1475378.33469834,"PHL"
2039,1592894.1557862,"PHL"
2040,1719770.26628673,"PHL"
2041,1856752.2255389,"PHL"
2042,2004644.97766172,"PHL"
2043,2164317.58162994,"PHL"
2044,2336708.31810645,"PHL"
2045,2522830.20304064,"PHL"
2046,2723776.94043204,"PHL"
2047,2940729.34923944,"PHL"
2048,3174962.30220178,"PHL"
2049,3427852.21734516,"PHL"
2050,3700885.14619831,"PHL"
2021,1164877,"POL"
2022,1221190.77065713,"POL"
2023,1280226.92381957,"POL"
2024,1342117.06790951,"POL"
2025,1406999.17370891,"POL"
2026,1475017.88193563,"POL"
2027,1546324.82568892,"POL"
2028,1621078.96848277,"POL"
2029,1699446.95862099,"POL"
2030,1781603.50070376,"POL"
2031,1867731.74509401,"POL"
2032,1958023.69621183,"POL"
2033,2052680.64056708,"POL"
2034,2151913.59548441,"POL"
2035,2255943.77952107,"POL"
2036,2365003.10562618,"POL"
2037,2479334.69814079,"POL"
2038,2599193.43479142,"POL"
2039,2724846.51488517,"POL"
2040,2856574.05497321,"POL"
2041,2994669.71331043,"POL"
2042,3139441.34450345,"POL"
2043,3291211.68580634,"POL"
2044,3450319.07659402,"POL"
2045,3617118.21261718,"POL"
2046,3791980.9367203,"POL"
2047,3975297.06778537,"POL"
2048,4167475.26974939,"POL"
2049,4368943.9626328,"POL"
2050,4580152.2776099,"POL"
2021,418816.6,"PRT"
2022,411200.283175972,"PRT"
2023,403722.471563924,"PRT"
2024,396380.646401286,"PRT"
2025,389172.334730007,"PRT"
2026,382095.108563589,"PRT"
2027,375146.584069259,"PRT"
2028,368324.420765027,"PRT"
2029,361626.320731329,"PRT"
2030,355050.027837023,"PRT"
2031,348593.326979448,"PRT"
2032,342254.043338309,"PRT"
2033,336030.041643129,"PRT"
